,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,action_1,action_2,action_3,action_4,action_5,max_value,max_action
1,2.2543995,2.657272,2.5178761,2.596956,2.5033534,7.7794614,8.578888,8.277881,8.675545,8.257306,4.7702036,4.654142,5.4099994,5.1705804,4.7793913,14.8040645,15.890301999999998,16.2057565,16.4430814,15.5400507,16.4430814,4
2,1.6208761,1.5741649,2.0319989,1.7021792,1.7827016,4.987411,4.1466002,6.054607,4.265375,5.134114,3.4248319,2.5884252,4.012974,2.752257,3.1598954,10.033119,8.3091903,12.0995799,8.719811199999999,10.076711,12.0995799,3
3,1.6980513,1.8337784,2.0748434,1.7768037,1.5826848,4.971271,4.862122,5.8070073,4.681211,4.145198,3.3247612,2.9599195,3.9573472,2.7243545,2.5404615,9.994083499999999,9.655819900000001,11.8391979,9.1823692,8.268344299999999,11.8391979,3
4,2.5637844,2.710814,2.6255996,2.5356183,2.5104663,8.934474,8.790831,8.831464,8.672739,8.54455,5.8317413,5.0737753,5.942538,5.2481647,5.027764,17.3299997,16.5754203,17.3996016,16.456522,16.0827803,17.3996016,3
5,2.2660816,2.3688366,2.4165044,2.5372431,2.3606086,7.445398,7.0407157,7.5075946,8.070261,7.425658,4.670456,3.8399217,4.8446565,4.556801,4.4683537,14.3819356,13.249474,14.768755500000001,15.1643051,14.254620300000001,15.1643051,4
6,1.0824851,0.77244365,0.8464694,0.6007577,0.4863478,3.172724,1.5392733,2.3766682,1.0807036,1.6244828,2.1862323,0.68277735,1.5557497,0.8279757,1.010964,6.4414414,2.9944943,4.7788873,2.509437,3.1217946,6.4414414,1
7,1.8189803,1.8408377,2.0036077,1.9536037,1.5424496,5.294033,4.610487,5.5767994,4.9423466,3.9509046,3.5484219,2.762815,3.7106304,2.8920486,2.5348895,10.6614352,9.2141397,11.2910375,9.787998899999998,8.028243699999999,11.2910375,3
8,1.0186064,1.2815956,1.0838944,1.3470215,1.2699189,3.3640196,3.204422,3.3225622,3.3841896,3.473387,1.9371917,1.2129158,1.8054454,1.5067676,1.475999,6.3198177,5.6989334000000005,6.211902,6.2379787,6.219304899999999,6.3198177,1
9,2.199027,1.8873938,1.8850234,1.9444578,1.8150774,7.210672,5.839913,6.244689,6.110661,5.9595714,4.5510654,3.116194,3.8269243,3.5242214,3.6039188,13.960764399999999,10.843500800000001,11.9566367,11.5793402,11.3785676,13.960764399999999,1
10,1.8583772,1.9171177,2.2479925,2.1179733,1.9375421,5.5505733,5.1443143,6.283834,5.8420224,5.4871,3.6928918,2.868713,4.07902,3.5598147,3.0810816,11.1018423,9.930145,12.6108465,11.5198104,10.5057237,12.6108465,3
